VideoID,Comments
VVCEtqfqFkg,найс    помогает   при  болях   или    брехня?
VVCEtqfqFkg,"У меня после лечения болеть начал , а до лечения не беспокоил вообще ,врач назначил антибиотик и лазер , всё сразу успокоилось"
VVCEtqfqFkg,Здрастувуйти у меня кров и гной тичёт приножати как називаетсия это болезны зуби разшоталась
VVCEtqfqFkg,"А у меня вопрос: если после чистки канало зуб не болит но реагирует на кислое, это вот что означает?( Не при накусывании, не на холодное/горячее, а на кислое"
VVCEtqfqFkg,"У меня недавно был случай. Перелечивала каналы в нижней ,,семёрке,,. 4 штуки. То есть зуб уже был депульптрован лет 15 назад, и вот понадобилось вскрыть, потому что под пломбой процесс начался. Врач каналы почистила, промыла чем то, что воняло как хлорка, и положила какое то лекарство пож временную пломбу, и отправила меня до вторника ходить с лекарством, но по моему это не мышьяк. А был вечер четверга. К субботе зуб у меня разболелся просто неистово. Как всегда же, в выходные. Бегала по городу искала кто мне снимет пломбу и промоет. Еле нашла в самой дорогой клинике. Промыли, поставили какое то другое лекарство, доходила до вторника без проблем. Мой врач сказала что так среагировал один из каналов где было основное воспаление"
VVCEtqfqFkg,"Дайте пожалуйста номер телефона,вашей клиники, очень хочется с вами проконсультироваться!"
VVCEtqfqFkg,"Как с вами связаться,товарищ доктор,вы так красиво рассказываете о зубах."
VVCEtqfqFkg,👍
VVCEtqfqFkg,"Прямо про мой случай сегодняшнее Ваше видео! Лечили 3,8 с большим кариесом (он нужен оказался, так как сверху на место 2,7  поставили имплантат, который вынужден опираться на 3,7 и 3,8. Как я поняла по КТ, имплантат поставили косо, но врач, конечно, молчит об этом, а я претензий не предъявляю, потому что уже бесполезно что-то менять). В итоге, если до 3,8 не дотрагиваться, то он молчит, но на температуру и надавливание реагирует болью, которая быстро проходит. Взяли с меня сумму за его лечение больше в 2,5 раза,  чем за лечение другой 8-ки  и врач бормотала, что скоро в этом 3,8 придется удалять нерв и ставить коронку. Прошло уже 2 месяца и понимаю, что врач знала, что зуб будет болеть, что я приду перелечивать и буду по гарантии это делать, поэтому и сумму огромную с меня за него взяли (включив будущее лечение по гарантии). Но пока я не пошла его перелечивать, просто терплю эти периодические боли, но понимаю, когда на имплантате 2,7 появится коронка, она при жевании будет давить на 3,8 и мне будет больно при жевании всегда. Идти сейчас перелечивать или ждать, когда на 2,7 коронку поставят??? Может не при каждом жевании будет больно?"
VVCEtqfqFkg,"Здравствуйте, спасибо за очередной информативный ролик на вашем канале."
v5Mk02MJY2I,Я таких паст не использую
v5Mk02MJY2I,Е.. прст лесной бальзам я месяц чистила..
v5Mk02MJY2I,Что скажите на счет splat отбеливание плюс?
v5Mk02MJY2I,С недавних пор покупаю пасту только в аптеках. Президент и rocs
v5Mk02MJY2I,Не чисти зубы ешь морковку или яблоко грызи
v5Mk02MJY2I,"Тот самый (стоматолог) который не помогает , а вредит"
v5Mk02MJY2I,Ты то откуда всё знаешь?? Потому что халат белый одел ? Или тик ток научился снимать 🤡<br>Или сам всё попробовал и жало прогнило ??😂
v5Mk02MJY2I,"Пользовался колгейт , начали болеть зубы  , чувствительность на холод просто зашкаливает"
v5Mk02MJY2I,Главное чтобы стоматологи не вредили
v5Mk02MJY2I,Вайт Гло для меня лучшая🪄
v5Mk02MJY2I,Все пасты говно про вред фтора и оксид титана не говорит что вся эта химоза разрушают зубы и цементируют шишковидную железу
v5Mk02MJY2I,"Лакалют же шикарная паста.<br>Насчёт именно той, что на видео, ничего не скажу. Но серия Лакалют Актив прекрасно справляется с проблемой кровоточивости дёсен и налёт убирает на ура."
v5Mk02MJY2I,"Не знаю пользуюсь пастой Дракоша, и зубы почистил и пасты поел вообще норм 👍"
v5Mk02MJY2I,Все стоматологи нашей страны шарлатаны одним словом ОПГ качают лаванду с людей
v5Mk02MJY2I,Так может лучше скажешь какие НАДО брать
v5Mk02MJY2I,А в другом видео в топ -5 отбеливающих есть и Лакалют !
v5Mk02MJY2I,Кинул жалобу ложная информация
v5Mk02MJY2I,"Бля рассказал бы сейчас, зачем оставить на следующий ролик , бля🥲"
v5Mk02MJY2I,❤❤❤MARVIS❤❤❤
v5Mk02MJY2I,"Радует, что ничем из перечисленого я не пользуюсь, в принципе отбелиаающими пользаюсь, эмаль дороже."
v5Mk02MJY2I,Спасибо 😊
v5Mk02MJY2I,"Бюджетные зубные пасты, которые может позволить себе человек со средней зарплатой.Те которые отбеливают стоят дорого или их не существует.Качественно отбелить зубы можно в  стоматологии.А паста освежает рот и убирает бактерии"
v5Mk02MJY2I,Да ладно шикарный Английский 😂👍🏻🔥
v5Mk02MJY2I,"Все пасты вредят везде - абразив, который счищает зубную эмаль, везде - фтор, который разрушает кости зубов. Думаете почему их рекомендуют именно стоматологи?! Заработать на вас!"
v5Mk02MJY2I,Ни одной из них не пользуюсь
v5Mk02MJY2I,Я свой рот водичка полоскал😂
v5Mk02MJY2I,Отбеливающие зубные пасты это сказки маркетологов и прикормленных дантистов.
v5Mk02MJY2I,Реклама двигатель торговли
v5Mk02MJY2I,Салат - очень хорошая паста и мне это сказал мой стоматолог! Он не такой тупой как ты
v5Mk02MJY2I,"Да от все  паст жуткая херня, я пользуюсь детскоой пастой до 3 лет."
v5Mk02MJY2I,Содой можно чистить?
v5Mk02MJY2I,Кушайте яблоки. Лучше любой зубной пасты. 😅
v5Mk02MJY2I,"есть стоматологи кто лечат,а есть кто пиздит с умным видом😂"
v5Mk02MJY2I,ROCKS.... кофе и табак....👍👍👍<br> не благодарите
v5Mk02MJY2I,Лесной бальзам единственная паста с которой у меня нет  оскомины.
v5Mk02MJY2I,Лакалют очень сильно отбеливают не нужно сказки рассказывать
v5Mk02MJY2I,"Не знаю, как думает стоматолог, но я не могу ни одним колгейтом зубы чистить, прямо чувствую, как  трет, как чистящим порошком , неприятные ощущения, болезненые. Вот раньше был блендамент, голубой, прозрачный гель, так нравился, но я его уже лет 10 нигде не вижу, перестали выпускать, видимо."
v5Mk02MJY2I,Лет 8 пользуюсь только splat. Странно и зубы не чувствительные и белые к тому же. P.s регулярно посещаю стоматолога😉
v5Mk02MJY2I,В суд
v5Mk02MJY2I,Лакалют мне многие врачи посоветовали .Только и чищу ей и сенсодин рипэр
v5Mk02MJY2I,А паста Дракоша??что-то вспомнилось😂
v5Mk02MJY2I,"Вот лакалютом я себе и убила эмаль в подростковом возрасте, хотя сейчас спустя 15 лет зубы нормального цвета) чё загонялась, непонятно"
v5Mk02MJY2I,"Классная паста «Splat отбеливание плюс». Ничего не стирает, а чувствительность эмали наоборот снижает очень даже  хорошо. При этом заметный эффект отбеливания есть. Пользовалась ей на постоянной основе один  год и мои зубы просто сверкали. <br>НО !!!! В течении этого года у меня развилась кожная аллергия похожая на псориаз внешне: как зудящая экзема на голенях и локтях. Долго я искала причину и не могла вылечить. Пока в один день не сменила эту пасту. И все прошло через несколько дней. Поэтому будьте осторожны."
v5Mk02MJY2I,"Абразивные пасты🤔, а щетка? Она не абразивная?А сухари, орехи,семечки? Тоже не абразивные?"
v5Mk02MJY2I,"Я слижу за тобой, а ты?"
v5Mk02MJY2I,Ещё один😂😂😂
v5Mk02MJY2I,"Ну допустим Сплат действительно отбеливает маленько, но... справедливости ради надо сказать- стирает эмаль. Им можно пользоваться только 1-2 раза в неделю."
v5Mk02MJY2I,Жулик какой-то
v5Mk02MJY2I,"Да, всё верно. А потом эмаль становится тусклой и как губка впитывает все оттенки чая и кофе. Зубы шершавые."
v5Mk02MJY2I,ECODENT хорошая паста
v5Mk02MJY2I,"Как паста parodontax 8в 1, калл или норм? как паста, не для отбеливания."
v5Mk02MJY2I,"Обожаю колгейт только ими пользуюсь,а отбеливать лучше у стоматолога."
v5Mk02MJY2I,"Все остальные топы приведут к Вам, к стоматологу , видимо"
v5Mk02MJY2I,А сенсодин? Как паста норм??
v5Mk02MJY2I,А я чистила свои зубы лесным бальзамом и мне очень болели зубы
v5Mk02MJY2I,Я помню  3 дня  чистил потом зубы болели от укусов
v5Mk02MJY2I,"У меня был лесной бальзам,жемчуг, голгейт.😢 и в магазине нету ничего я в селе живу и наждачкой чищу удобно и  скребёт 👍"
v5Mk02MJY2I,Не не си рполопрь
v5Mk02MJY2I,Я за лакалут болел
v5Mk02MJY2I,Рекомендуют 9 из 10 стоматологов! <br>Тот самый 10-й стоматолог:
v5Mk02MJY2I,Вообще то sls лучшая машина 😅
v5Mk02MJY2I,Бэд это кровать😂😂😂😂😂😂
v5Mk02MJY2I,Вот чистию сейчас SPLAT и эмаль очент чувствиткльная стала 😢
v5Mk02MJY2I,Можно ли поменять Рокс активное отбеливание ?
v5Mk02MJY2I,А у меня последняя
v5Mk02MJY2I,Вывод такой:Лучше вообще не чистить зубы😂😂
v5Mk02MJY2I,😂😂😂😂 вот я этим г...и испортила зубы
v5Mk02MJY2I,У меня таких даже нету только у меня синия полоска
v5Mk02MJY2I,В комментах просто люди которые думают что умнее стоматолога сам пробовал эти пасты потом зубы болели от горячего и холодного
v5Mk02MJY2I,Наконец то я увидела людей которые покупают новый жемчуг и лесной бальзам 😂думала только бабушки со вставными зубами их покупают 😂
v5Mk02MJY2I,-какая паста лучше всего отбеливает зубы?<br>-белая краска
v5Mk02MJY2I,Я всегда пользуюсь “Colgate”
v5Mk02MJY2I,Я пользовалась Колгайт... потом начала сильнее чувствовать свои зубы... теперь страшно...
v5Mk02MJY2I,"Когда я чищю зубы пастой колгейт то прям чувствую что ,она жёсткая паста."
v5Mk02MJY2I,Что насчёт Marvis?!
v5Mk02MJY2I,Что насчёт Marvis?!
v5Mk02MJY2I,Колгейт не чистит от слова совсем!
v5Mk02MJY2I,А как же карбонара
v5Mk02MJY2I,У меня есть lacalyt aktiv
v5Mk02MJY2I,Проверьте пожалуйста miswak
v5Mk02MJY2I,"Лучше вообще пасту не использовать. Намазываешь на щетку варенье, и спокойно чищешь"
v5Mk02MJY2I,Новый жемчуг... Вот почему у меня зубы болят
v5Mk02MJY2I,"Сук, у меня зубы стали чувствительными, больно стало, глянул свою зубную пасту, которой я недавно стал зубы чистить-там слс, суе, а вот чë теперь мазать, чтоб зубы сохранить?"
v5Mk02MJY2I,9 из 10 докторов рекомендует том самий 10 доктор
v5Mk02MJY2I,Я теперь понял почему от мороженого моим зубам неприятно
v5Mk02MJY2I,1 место шикаладное.<br>2 место паста итальянская.
v5Mk02MJY2I,А вы случайно не из импровизации?)
v5Mk02MJY2I,Тот самый стоматолог из 10 которые рекомендуют зубные пасты
v5Mk02MJY2I,SLS  Ахмеда  Банан
v5Mk02MJY2I,А пародонтакс отбеливает?
v5Mk02MJY2I,Вот почему у меня кровь идёт после того как я почистила зубы зубной пастой от Colgate...
v5Mk02MJY2I,Ла ка лут
v5Mk02MJY2I,А Colgate с черным углём?
v5Mk02MJY2I,А пруфы я должен сам искать?
v5Mk02MJY2I,Розовая паста отбеливает
v5Mk02MJY2I,Поэтому беру для десен
v5Mk02MJY2I,Надо отбеливатель выпить
v5Mk02MJY2I,Тем временем я и моя семья которая чистила зубы пастой Колгейт
v5Mk02MJY2I,Экстра место:карбонара
v5Mk02MJY2I,Аааа то есть у меня были жëлтые зубы и я чистила этой 1 постой и у меня белые зубы
PQv86VK9Kl4,про цирконий забыли или забили?
PQv86VK9Kl4,"Доктор я так поняла,что пресованная керамика лучшая коронка?"
PQv86VK9Kl4,"Дайте совет пожалуйста 🙏 в далеком 2006 году мне выбили два передних зуба. Ну корни сломаны , а десна прижились и зубы как бы на месте , но зубы потемнели и я теперь не могу кусать или либо чего ими делать. Уже совсем недавно после чистки зубов от камней , один из этих зубов начал конкретно шататься.  <br>Я хочу просто поинтересоваться, что лучше имплант или коронка."
PQv86VK9Kl4,Зуб вес размирации до ✓18лет ✓паломка зуб запись в зуб!
PQv86VK9Kl4,Здравствуйте! Какова цена одной коронки прессованной керамики и циркониевой коронки в вашей клинике?
PQv86VK9Kl4,Здравствуйте Олег Андреевич.<br>Такой вопрос скажите а вот цельнолитые зубные мосты они вообще могут ли перетерать пищу
PQv86VK9Kl4,👍👍👍
PQv86VK9Kl4,"Здравствуйте. Почему на верх.челюсть,полностью(на 6 имп.) не советуют диок.циркония?Говорят хрупкая и т.п Большая конструкция.Металлокерамику хотят ставить.Сам не хочу."
sNQ8Dor-q0Q,Благодарю ❤❤❤❤❤❤
sNQ8Dor-q0Q,"Всем доброго времени суток! Мне от зубного камня помогло полоскание бледным раствором медного купороса, это даже получилась побочка: полоскала горло при ангине, и вдруг часа через 1,5 чувствую, что зубки изнутри гладкие,  в зеркале посмотрела - точно! Кстати, тоже у Светланы смотрела видео про медный купорос..."
sNQ8Dor-q0Q,Здравствуйте!<br>А вот если зубы в какомто каричневом налете особенно возле десны как будто от чая. Чищу по Вашем рекомендациям солью утром и вечером уже 2 недели. Заметел что немножко очистил коричневый налёт.  Может по другому тут надо чтото делать?<br>Я из Барнаула.
sNQ8Dor-q0Q,"Генетика!!У кого жёлтая эмаль,так хоть наждачной бумагой 😂😂😂😂Сода тоже не панацея."
sNQ8Dor-q0Q,Благодарю благодарю благодарю благодарю ❤❤❤❤
sNQ8Dor-q0Q,"Спасибо!!! Я из бельгии и у меня проблемные зубы. И мне все все интересно. И еще - у нас у мужа проблема после ковидных хим. масок , которые мы носили круглые сутки везде , и в маг. и на работе .. У мужа красный нос и шелушится, и конечно, врачи дерматологи Бельгии тупые как и все Ю не могут его вылечить, уже давно. В мОЛДАВИИ ОН  был и выписали ему какие то мащи и тоники -тоже не помогли. Короче, проблема номер один это кожа на носу , может экзема или типа того. Каких только мазей у нас нет. Спасибо !!"
sNQ8Dor-q0Q,Испортите  зубы прийдется  одеть коронки это точно из своего опыта       на протез можно попробовать     мой знаком стоматолог  просто скадал чуть белезны  с водой на ночь протез и беленький конечно  полоскаю в растрове соды   убрать запах хлора   кому и что приемлимо  спасибо
sNQ8Dor-q0Q,А я скажу вам спасибо! И вопрос: такая смесь не поцарапает коронку золотую?
sNQ8Dor-q0Q,"Добавьте ст.ложку кокосового масла экстра вёрджин, пару капель эфирного масла гвоздики или корицы. И стоматита не будет и камней. Забудете посещать стоматологов. <br>А добавлять магазинную- испортить всё."
sNQ8Dor-q0Q,Достаточно одной соды
sNQ8Dor-q0Q,"😮скажте ведь такая паста снимит зубную эмаль,т зубы потеряют сувствттельность  я на ссбе испытала этот рецепт остерегиьесь !"
sNQ8Dor-q0Q,Так зубы чистить или протезы из пластика?
sNQ8Dor-q0Q,Плагиат 😅😅😅
sNQ8Dor-q0Q,"Делать нужно несколько раз ( мне хватило 3 раз), затем обычная паста. По мере потемнения эмали повторить."
sNQ8Dor-q0Q,После таких обработок прощай эмаль
sNQ8Dor-q0Q,"Мадам вы страдаете …! Об этом говорил неумывакин,так зачем вы повторяете"
sNQ8Dor-q0Q,"Покажите пожалуйста , как укрепить эмаль зубов чувствительных."
sNQ8Dor-q0Q,"Сода работает как наждачная бумага , эмаль будет стираться"
sNQ8Dor-q0Q,"я думал, что во Флориде только death-metal, а оказывается, еще и зубные техники!"
sNQ8Dor-q0Q,Спасибо за видео. Вопрос: перекись не разрущает эмаль? Заранее срасибо
sNQ8Dor-q0Q,благодарю
sNQ8Dor-q0Q,"Знаю как убрать зубной камень. Несколько раз делала процедуру у стоматолога, но он опять наростал. Потом где-то прочла, что надо нажевать морковку и оставить на зубах минут на семь. Сделать несколько раз, а потом зубной нитью и щёткой снялся весь камень как труха быстро и безболезненно. Потом делаешь изредко и он не нарастает."
sNQ8Dor-q0Q,"Метод Неумывакина , старо как мир"
sNQ8Dor-q0Q,"Добрый день,а то зубного камня что можно?"
ut43-GXRL8s,а причём здесь слизистая? мы содой раньше гланды полоскали😊
ut43-GXRL8s,"Видели, что кислород с влагой делает с металлом? А теперь представьте, что вдага с кислородом делает с вашими легкими!"
ut43-GXRL8s,Он скорее всего фармоцевт...
ut43-GXRL8s,"Послушай стоматолога и сделай наоборот :) Это все равно, что у обманщика спросить, а ты точно не обманешь? :) Чистить зубы надо натуральными средствами, а не химией, в том числе и порошок химия."
ut43-GXRL8s,Паста гойя и пила здорова
ut43-GXRL8s,"Значит могли сказать чтоб в зубной  порошок пол чайной ложки соды добавить и все , нет , вы как и все ваши собратья высмеивают и предлагают другое дешевое и прочее , главное с фтором и всеми прочими добавками чтоб покупали , они же сейчас давно уже не дорого стоят , все для вас"
ut43-GXRL8s,"5 лет уже чищу содой зубы, забыл про стоматологов."
ut43-GXRL8s,да конечно во рту же 99 градусов как в чайнике это ты чайник зажравшиеся стоматологи
ut43-GXRL8s,"А был ли доктор?!<br>Сода-химическое ....<br>А зубной порошок,паста...<br>Идеологическое ?🤨<br>Вода,в конце концов, это в какой такой таблице Менделеева место занимает?<br>Чушь безграмотного....😢"
ut43-GXRL8s,"Я думаю, что пасты просто имеют намного щадящий абразив, поэтому не отбеливают так быстро как сода. Однако видел, как один ютубер очень быстро сделал белыми зубы специальной отбеливающей пастой. Но я слышал, что это просто стирание эмали, поэтому и такой эффект."
ut43-GXRL8s,Дигидрогенамонооксид тоже химия. <br>От него умерло 100500 человек.<br>Давайте запретим.<br><br>У доктора явно терминальный фимоз межушного пространства.
ut43-GXRL8s,Слышь дядя.<br>У людей зубы не металические.<br>Нахрен эти примеры с чайником и бляхой?<br>Я тебе дядя так скажу. Я дохера где служил и чтоб зубы сохранить от воды самого разного состава и наполнения...чистил их тошько раствором соды+перекись водорода+дистилят. <br>А ты дядя вредитель.
ut43-GXRL8s,"Сода разъедает эмаль зубов, проще говоря, все зубы потом менять"
ut43-GXRL8s,"Действительно,порошок то не химическое вещество,а моральное видимо😂"
ut43-GXRL8s,Можно😊
ut43-GXRL8s,А перекисью водорода?
ut43-GXRL8s,Это что за доктор такой???хрень какую то несет...да в каждой пасте сода
ut43-GXRL8s,"Зубным порошком отбеливают зубы, мне врач говорил."
ut43-GXRL8s,"Вода,  кстати, тоже химическое вещество 😂."
ut43-GXRL8s,Пастой также очищается!
ut43-GXRL8s,"Тупее ответа, ещё тупее комментаторы этого глупого ролика"
ut43-GXRL8s,"зубная эмаль у каждого человека индивидуальна и у всех разная,чем отбеливать зубы,надо спросить совет у своего стоматолога,а то можно зубы испортить и тогда-только виниры."
ut43-GXRL8s,"Сода это натуральное а не химическое , хватит дурить уже...все всё понимают и видят вас идиотов...!!!"
ut43-GXRL8s,"Голливудские звезды чистят зубы содой. И если так рассуждать, то зубная паста более химическая, чем сода"
ut43-GXRL8s,"Содой , испортите эмаль."
ut43-GXRL8s,А где в наше время взять зубной порошок? Где?!
ut43-GXRL8s,Чайник не чистится содой😂
ut43-GXRL8s,"ЗДОРОВЫЕ ЗУБЫ ДОЛЖНЫ БЫТЬ ЖЁЛТЫЕ БИОЛОГИЧЕСКИ. ДЛЯ ЧЕГО ЗУБЫ ОТБЕЛИВАТЬ, ЧТОБЫ ЭМАЛЬ УБРАТЬ, ЧТОБЫ ВЫПАЛИ????"
ut43-GXRL8s,Лучше перекисью.
ut43-GXRL8s,"спасибо. утром прокипятиЛА чайник с содой , не слила и забыла. Сейчас бы поставила греться, сделала бы кофе и выпила бы кислоты!!!@ ЛЮДИ, ОТ ШОРТС ОГРОМНАЯ ПОЛЬЗА ДЛЯ ЗДОРОВЬЯ!!!!"
ut43-GXRL8s,Сравнил бляху и зубы 😂
ut43-GXRL8s,"Моя бабушка всю жизнь чистила зубным порошком. Когда она умерла в 96 лет, у неё ни одной дырочки не было!"
ut43-GXRL8s,"А порошок зуб.щас не тот,что из СССР-опааасненькооо😮"
ut43-GXRL8s,А как же неумывакин&#39; он советовал пить соду &#39;защелачивать организм
ut43-GXRL8s,"Можно! Я знала мужчину, который  большую часть своей жизнь чистил зубы содой! Думала , что у него вставные зубы и была только одна пломба...., А ему было 87 лет.!!! Так что ....."
ut43-GXRL8s,А зубной пастой охрененно очищается золотое и серебряные изделия😉😁😁😁😁
ut43-GXRL8s,"На зоне содой полощут гурло каждый день, и выживают и иммунитет держится, и слизистая, дед маркетолог."
ut43-GXRL8s,❌Да конечно тупых в армию Незнайков собирает❌🙄🤢🤮
ut43-GXRL8s,"Доктору либо заплатили, либо он диплом купил..."
ut43-GXRL8s,Чайник очищается при температуре кипения
ut43-GXRL8s,"Не поверите, пью соду, головные боли проходят, туалет охеренный"
ut43-GXRL8s,"Отбелить может и можно, но фракция соды испортит эмаль и станут чувствительные зубы, вам оно надо."
ut43-GXRL8s,Что за порошок ? Сода что-ли ?
ut43-GXRL8s,"Я тоже чищу порошком, но не часто, как бы чередуя с обычной пастой. Ниразу не лечила зубы, все впорядке"
ut43-GXRL8s,"Порошком ты разве что налёт снимешь, но никак не отбелишь 🤣"
ut43-GXRL8s,Если ты чайник то чисти зубы содой
ut43-GXRL8s,"Сода химическое вещество. А паста, млять, не химическое?<br>Любое вещество - химическое. Потому что химия изучает вещество."
ut43-GXRL8s,Из-за видео я понял что зубы лучше белить пастой гои
ut43-GXRL8s,"Приходи ко мне лечиться и волчонок, и волчится,я доктор Айболит"
ut43-GXRL8s,Ты вот сейчас помог или ?...
ut43-GXRL8s,"Зубная паста дешевле соды, что ли?! Гонево!"
ut43-GXRL8s,"Молодец сравнил мои зубы с чайником. На минуточку, я зубы не чищу содой с лимонной кислотой, а только одной содой. Тоже абразив как и зубной порошок, только ещё кислотный баланс во рту сходит на нет. Правда соглашусь с тем что сода зубы отбеливает плохо. 😊"
ut43-GXRL8s,Только зада снимает воспаление полости и снимает полностью налёт....ну ни чайник же мы чистим ей богу...шоркать естественно с лимонной не будет...хотя...надо попробовать и то и то эффективно...надо попробовать
ut43-GXRL8s,"Содой я испортила зубы в молодости. С одного раза. Стёрлась эмаль. Зубы стали чувствительными. Придумывают всякий бред!!!!! И вообще, лучший стоматолог (по моему мнению) сказал, что он не делает процедуру отбеливания зубов, потому что это портит зубы,стирает эмаль."
ut43-GXRL8s,Чищу подошву белых кроссовок зубным порошком) отбеливает
ut43-GXRL8s,"Это доктор: чайник. А я давно чищу зубы содой! И зубы, естественной белезны."
ut43-GXRL8s,"Зубной порошок не отбеливал, сколько не пробовала. Я делаю раз в неделю капу из фольги и туда ложу зуб.пасту+сода. Такую капу надеваю на зубы, фольга хорошо принимает форму и держится. Да, надо постараться так, чтобы на десна не попадала смесь. Эффект прекрасный. Просто пью много кофе каждый день."
ut43-GXRL8s,Зубы содой можно испортить только. Сода крупнообразивная она царапает эмаль.
ut43-GXRL8s,Не действует  зубной порошок
ut43-GXRL8s,Умница
ut43-GXRL8s,"Бред. Зубы портятся не от сладкого, а от реакции во рту, которая аннулируется как раз раствором соды с водой. Сода есть натуральная, которую добывают как породу в Турции и Америке. Пользуйтесь нею, и забудете о стоматологах"
ut43-GXRL8s,Не про порошок спросили. Не про чайник. ВЫ ВОПРОС ВООБЩЕ СЛЫШАЛИ?!<br>просто про соду<br>ОТВЕТА ВЫ НЕ ЗНАЕТЕ<br>ВОТ И УМНИЧАЕТЕ
ut43-GXRL8s,Не дал ответа. Умничал зря
ut43-GXRL8s,"А почему онколог отвечает на вопросы, на которые должен отвечать стоматолог? Врач некомпетентен в данной области. Зубным порошком нельзя пользоваться больше 1 раза в неделю. Сильный абразив, который приводит к патологической стираемости и как следствие к чувствительности от температурных и химических раздражителей. Отбеливать зубы нужно на приёме у стоматолога, с помощью профессиональных средств."
ut43-GXRL8s,"Хитрый  дядька сказал три предложения, а сбрехал 5 раз!!! Ну мы же  не чистим зубы как чайник, содой и лимонкой, мы чистим только содой, по-этому реакции никакой, и что, что слизистая ей от соды ничего не будет, сода применяется в пищевой промышленности в выпечке, и что прикажете не есть?! Содой мы полощем горло, десна, когда болят иничего!!!! Сеете тут панику на ровном месте...!!! И потом если чистить зубы зубным порошком то стирается эмаль, т. к. мел является абразивом, а сода нет, и от соды белее зубы это точно!!!"
ut43-GXRL8s,Дай Бог Вам здоровья. Очень интересный контент.
ut43-GXRL8s,"Я не чищу чайник лимонной кислотой и содой, у нас вода нормальная, из крана пить можно спокойно и чайники живут по несколько лет без чистки"
ut43-GXRL8s,А пасту гоя не пробовали для чистки бляхи?!
ut43-GXRL8s,Сода ещё и эмаль снимет
ut43-GXRL8s,Это  доктор?
ut43-GXRL8s,Уже много лет чищу зубы порошком. Ляпота.
ut43-GXRL8s,Причём тут лимонкой
ut43-GXRL8s,"Это абразив. Тоже самое что пастой для полировки авто чистить. Нужно параллельно следить за регенерацией зубной эмали. А то так до кариеса, как не странно, можно дочтститься"
ut43-GXRL8s,При чем тут чайник? 🤔
ut43-GXRL8s,Шавкат Миромонович?!
ut43-GXRL8s,И это доктор???))
ut43-GXRL8s,"Бляха на ремне изумительно надраевается до феерического блеска пастой ГОИ и войлочным кругом.  А зубной порошок (без фтора), надо применять по назначению?"
ut43-GXRL8s,"Берете смесь порошка активированного угля и соды, разбавляете с пастой и это прекрасное безопасное отбеливающее средство, чистить не меньше минуты"
ut43-GXRL8s,Перекисью очень хорошо
ut43-GXRL8s,Тупень...👎
ut43-GXRL8s,Зубной порошок также плохо влияет на эмаль. Самый лучший и безопасныц способ отбеливание Zoom/ домашнее отбеливание zoom
ut43-GXRL8s,😁👍
ut43-GXRL8s,Соду надо гасить крутым кипятком!
ut43-GXRL8s,Это правда. Мне стоматолог посоветовал чистить зубным порошком.
ut43-GXRL8s,Этот дядя видно переел  соды
WYuz5iITqpU,"У меня чувствительность верхнего моляра уже 1.5 года сохраняется. Сейчас начал периодически ныть по ночам, а с утра на этом зубе оскомина. Был глубокий кариес, на рентгене признаков воспаления не видно. Но при этом чувствительность вот такая, что кушать невозможно на ту сторону, реакция не то что на холодное, а на комнатную температуру."
WYuz5iITqpU,"Здравствуйте.Подскажите пожалуйста болит зуб месяц после перестановки пломбы.Описание:<br>1.6рка снизу начала немного ныть и я сразу же записался к стоматологу, дабы не затягивать.<br>2.Сделали кт зуба 6рка снизу.Вердикт двух врачей-пульпита нет.Есть небольшой кариес под старой пломбой.Лечим перестановкой пломбы.<br>3.Почистили кариес и перепломбировали зуб светоотверждаемой пломбой.Со слов врачей-зуб плотный.Пломба захватывает боковину зуба между 6 и 7.<br>4.Спустя неделю-зуб все равно болит при накусывании и резко реагирует на холодное\горячее внутренней стороной зуба(у языка).Записался к этому же доктору и подточили пломбу,но лучше не стало...<br>5.Спустя еще неделю боль при накусывании начала спадать(но я по прежнему не ем на нем), но вот только зуб по прежнему реагирует на раздражители(холодное\горячее)<br>6.Спустя 3 недели записался к еще одному врачу в др клинику и мне сделали кт где не заметели каких неплотностей пломбы\кариеса.Диагноза пульпита-нет.Врач сказал скорректировать пломбу в стыке между зубами.<br>7.Спустя еще неделю(в сумме месяц после перепломбировки) попал снова в свою клинику, где на все эти замечания по непроходящей и постоянно ноющей боли в зубе и реакцией на разражители, мне просто подточили наждачкой стык пломбы на 6ом зубе и 7ом.(типа может пломба давить на десну).Типа десна оголена и туда попадает вода и пиши и вот может быть зуб реагирует.<br>8.Ну вот прошло еще 3 дня и зуб все равно даже после этой процедуры по прежнему ноет(боль терпимая) и реагирует так же на прохладную воду\горячую.<br>Что делать?Как быть?Хочу спасти зуб без удаления каналов и установки коронки.<br>p.s. весь этот месяц полоскаю 3-4 раза в день раствором Стоматофита и смесь капли йода/соль/сода."
WYuz5iITqpU,После пломбировании воспалился тройничный нерв. Что делать
WYuz5iITqpU,"Убирали кариес и поставили пломбу на 47,46,45 зубе..но вот уже пятый день ноет и пульсирует, воспалилась десна..что делать и есть ли вина врача стоматолога?"
